set,cohort_year,collection_key,sample_year_start,sample_week,raw_downloaders,downloaders_per_billion,itu_source_users,itu_reference_year,itu_reference_users,adjustment_factor,adjusted_downloaders
superhero-animation,2021,invincible-101,2021,1,349710,71369.387755,4.900000,2025,6.000000,1.224490,428216.326531
superhero-animation,2021,invincible-101,2021,2,587473,119892.448980,4.900000,2025,6.000000,1.224490,719354.693878
superhero-animation,2021,invincible-101,2021,3,777956,158766.530612,4.900000,2025,6.000000,1.224490,952599.183673
superhero-animation,2021,invincible-101,2021,4,944407,192736.122449,4.900000,2025,6.000000,1.224490,1156416.734694
superhero-animation,2021,invincible-101,2021,5,1294412,264165.714286,4.900000,2025,6.000000,1.224490,1584994.285714
superhero-animation,2021,invincible-101,2021,6,2071592,422773.877551,4.900000,2025,6.000000,1.224490,2536643.265306
superhero-animation,2021,invincible-101,2021,7,2596878,529975.102041,4.900000,2025,6.000000,1.224490,3179850.612245
superhero-animation,2021,invincible-101,2021,8,3047843,622008.775510,4.900000,2025,6.000000,1.224490,3732052.653061
superhero-animation,2021,invincible-101,2021,9,3376789,689140.612245,4.900000,2025,6.000000,1.224490,4134843.673469
superhero-animation,2021,invincible-101,2021,10,3626709,740144.693878,4.900000,2025,6.000000,1.224490,4440868.163265
superhero-animation,2021,what-if-2021-101,2021,1,1526369,311503.877551,4.900000,2025,6.000000,1.224490,1869023.265306
superhero-animation,2021,what-if-2021-101,2021,2,2831556,577868.571429,4.900000,2025,6.000000,1.224490,3467211.428571
superhero-animation,2021,what-if-2021-101,2021,3,4088753,834439.387755,4.900000,2025,6.000000,1.224490,5006636.326531
superhero-animation,2021,what-if-2021-101,2021,4,5277578,1077056.734694,4.900000,2025,6.000000,1.224490,6462340.408163
superhero-animation,2021,what-if-2021-101,2021,5,6288725,1283413.265306,4.900000,2025,6.000000,1.224490,7700479.591837
superhero-animation,2021,what-if-2021-101,2021,6,7212535,1471945.918367,4.900000,2025,6.000000,1.224490,8831675.510204
superhero-animation,2021,what-if-2021-101,2021,7,7669254,1565153.877551,4.900000,2025,6.000000,1.224490,9390923.265306
