set,cohort_year,collection_key,sample_year_start,sample_week,raw_downloaders,downloaders_per_billion,itu_source_users,itu_reference_year,itu_reference_users,adjustment_factor,adjusted_downloaders
animated-features,2023,spider-man-across-the-spider-verse,2023,1,2860486,529719.629630,5.400000,2025,6.000000,1.111111,3178317.777778
animated-features,2023,spider-man-across-the-spider-verse,2023,2,4876086,902978.888889,5.400000,2025,6.000000,1.111111,5417873.333333
animated-features,2023,spider-man-across-the-spider-verse,2023,3,6409433,1186932.037037,5.400000,2025,6.000000,1.111111,7121592.222222
animated-features,2023,spider-man-across-the-spider-verse,2023,4,7781893,1441091.296296,5.400000,2025,6.000000,1.111111,8646547.777778
animated-features,2023,spider-man-across-the-spider-verse,2023,5,8938812,1655335.555556,5.400000,2025,6.000000,1.111111,9932013.333333
animated-features,2023,spider-man-across-the-spider-verse,2023,6,10145409,1878779.444444,5.400000,2025,6.000000,1.111111,11272676.666667
animated-features,2023,spider-man-across-the-spider-verse,2023,7,11251251,2083565.000000,5.400000,2025,6.000000,1.111111,12501390.000000
animated-features,2023,spider-man-across-the-spider-verse,2023,8,12332487,2283793.888889,5.400000,2025,6.000000,1.111111,13702763.333333
animated-features,2023,spider-man-across-the-spider-verse,2023,9,13419981,2485181.666667,5.400000,2025,6.000000,1.111111,14911090.000000
animated-features,2023,spider-man-across-the-spider-verse,2023,10,14429901,2672203.888889,5.400000,2025,6.000000,1.111111,16033223.333333
animated-features,2023,spider-man-across-the-spider-verse,2023,11,15390594,2850110.000000,5.400000,2025,6.000000,1.111111,17100660.000000
animated-features,2023,spider-man-across-the-spider-verse,2023,12,16502780,3056070.370370,5.400000,2025,6.000000,1.111111,18336422.222222
animated-features,2023,spider-man-across-the-spider-verse,2023,13,18065456,3345454.814815,5.400000,2025,6.000000,1.111111,20072728.888889
animated-features,2023,spider-man-across-the-spider-verse,2023,14,19613000,3632037.037037,5.400000,2025,6.000000,1.111111,21792222.222222
animated-features,2023,spider-man-across-the-spider-verse,2023,15,21235557,3932510.555556,5.400000,2025,6.000000,1.111111,23595063.333333
animated-features,2023,spider-man-across-the-spider-verse,2023,16,22730454,4209343.333333,5.400000,2025,6.000000,1.111111,25256060.000000
animated-features,2023,spider-man-across-the-spider-verse,2023,17,24158767,4473845.740741,5.400000,2025,6.000000,1.111111,26843074.444444
