set,cohort_year,collection_key,sample_year_start,sample_week,raw_downloaders,downloaders_per_billion,itu_source_users,itu_reference_year,itu_reference_users,adjustment_factor,adjusted_downloaders
amazon-prime-video,2019,undone-01,2019,1,730005,178050.000000,4.100000,2025,6.000000,1.463415,1068300.000000
amazon-prime-video,2019,undone-01,2019,2,1489324,363249.756098,4.100000,2025,6.000000,1.463415,2179498.536585
amazon-prime-video,2019,undone-01,2019,3,2157817,526296.829268,4.100000,2025,6.000000,1.463415,3157780.975610
amazon-prime-video,2019,undone-01,2019,4,2705735,659935.365854,4.100000,2025,6.000000,1.463415,3959612.195122
amazon-prime-video,2019,undone-01,2019,5,3122554,761598.536585,4.100000,2025,6.000000,1.463415,4569591.219512
amazon-prime-video,2019,undone-01,2019,6,3618712,882612.682927,4.100000,2025,6.000000,1.463415,5295676.097561
amazon-prime-video,2019,undone-01,2019,7,4094628,998689.756098,4.100000,2025,6.000000,1.463415,5992138.536585
amazon-prime-video,2019,undone-01,2019,8,4371419,1066199.756098,4.100000,2025,6.000000,1.463415,6397198.536585
amazon-prime-video,2019,undone-01,2019,9,4664423,1137664.146341,4.100000,2025,6.000000,1.463415,6825984.878049
amazon-prime-video,2019,undone-01,2019,10,4898658,1194794.634146,4.100000,2025,6.000000,1.463415,7168767.804878
amazon-prime-video,2020,star-trek-lower-decks-101,2020,1,247408,54979.555556,4.500000,2025,6.000000,1.333333,329877.333333
amazon-prime-video,2020,star-trek-lower-decks-101,2020,2,369200,82044.444444,4.500000,2025,6.000000,1.333333,492266.666667
amazon-prime-video,2020,star-trek-lower-decks-101,2020,3,460590,102353.333333,4.500000,2025,6.000000,1.333333,614120.000000
amazon-prime-video,2020,star-trek-lower-decks-101,2020,4,554435,123207.777778,4.500000,2025,6.000000,1.333333,739246.666667
amazon-prime-video,2020,star-trek-lower-decks-101,2020,5,636552,141456.000000,4.500000,2025,6.000000,1.333333,848736.000000
amazon-prime-video,2020,star-trek-lower-decks-101,2020,6,727628,161695.111111,4.500000,2025,6.000000,1.333333,970170.666667
amazon-prime-video,2020,star-trek-lower-decks-101,2020,7,810715,180158.888889,4.500000,2025,6.000000,1.333333,1080953.333333
amazon-prime-video,2020,star-trek-lower-decks-101,2020,8,890985,197996.666667,4.500000,2025,6.000000,1.333333,1187980.000000
amazon-prime-video,2020,star-trek-lower-decks-101,2020,9,925748,205721.777778,4.500000,2025,6.000000,1.333333,1234330.666667
amazon-prime-video,2021,invincible-101,2021,1,349710,71369.387755,4.900000,2025,6.000000,1.224490,428216.326531
