set,cohort_year,collection_key,sample_year_start,sample_week,raw_downloaders,downloaders_per_billion,itu_source_users,itu_reference_year,itu_reference_users,adjustment_factor,adjusted_downloaders
japan-origin,2020,altered-carbon-resleeved,2020,1,194583,43240.666667,4.500000,2025,6.000000,1.333333,259444.000000
japan-origin,2020,altered-carbon-resleeved,2020,2,324248,72055.111111,4.500000,2025,6.000000,1.333333,432330.666667
japan-origin,2020,altered-carbon-resleeved,2020,3,475704,105712.000000,4.500000,2025,6.000000,1.333333,634272.000000
japan-origin,2020,altered-carbon-resleeved,2020,4,629145,139810.000000,4.500000,2025,6.000000,1.333333,838860.000000
japan-origin,2020,altered-carbon-resleeved,2020,5,755201,167822.444444,4.500000,2025,6.000000,1.333333,1006934.666667
japan-origin,2020,altered-carbon-resleeved,2020,6,856222,190271.555556,4.500000,2025,6.000000,1.333333,1141629.333333
japan-origin,2020,altered-carbon-resleeved,2020,7,980718,217937.333333,4.500000,2025,6.000000,1.333333,1307624.000000
japan-origin,2020,altered-carbon-resleeved,2020,8,1102537,245008.222222,4.500000,2025,6.000000,1.333333,1470049.333333
japan-origin,2020,altered-carbon-resleeved,2020,9,1209371,268749.111111,4.500000,2025,6.000000,1.333333,1612494.666667
japan-origin,2020,altered-carbon-resleeved,2020,10,1294918,287759.555556,4.500000,2025,6.000000,1.333333,1726557.333333
japan-origin,2020,demon-slayer-kimetsu-no-yaiba-the-movie-mugen-train,2020,1,75493,16776.222222,4.500000,2025,6.000000,1.333333,100657.333333
japan-origin,2020,demon-slayer-kimetsu-no-yaiba-the-movie-mugen-train,2020,2,170474,37883.111111,4.500000,2025,6.000000,1.333333,227298.666667
japan-origin,2020,demon-slayer-kimetsu-no-yaiba-the-movie-mugen-train,2020,3,298287,66286.000000,4.500000,2025,6.000000,1.333333,397716.000000
japan-origin,2020,demon-slayer-kimetsu-no-yaiba-the-movie-mugen-train,2020,4,439549,97677.555556,4.500000,2025,6.000000,1.333333,586065.333333
japan-origin,2020,demon-slayer-kimetsu-no-yaiba-the-movie-mugen-train,2020,5,578202,128489.333333,4.500000,2025,6.000000,1.333333,770936.000000
